Chain ID,Start Time,End Time,Techniques,Tactic,Confidence Score,Explanation,Duration,Num Events
39820,2020-10-08 12:52:10.171,2020-10-08 12:52:55.935,"T1059.001, T1003.001",Multi-Tactic,100.0,"Chain: C:\Windows\sysmon64.exe -> C:\Windows\servicing\TrustedInstaller.exe; powershell/encoded cmd; credential dump indicators. Likely T1059.001, T1003.001. Confidence 100%.",45.764,37
32165,2020-11-03 15:50:18.522,2020-11-03 15:51:06.168,"T1059.001, T1003.001",Multi-Tactic,100.0,"Chain: C:\Windows\sysmon64.exe -> C:\Windows\servicing\TrustedInstaller.exe; powershell/encoded cmd; credential dump indicators. Likely T1059.001, T1003.001. Confidence 100%.",47.646,37
35941,2020-11-03 15:52:57.745,2020-11-03 15:52:59.298,"T1059.001, T1003.001",Multi-Tactic,100.0,"Chain: C:\Windows\System32\HOSTNAME.EXE -> C:\Windows\System32\cmd.exe; powershell/encoded cmd; credential dump indicators. Likely T1059.001, T1003.001. Confidence 100%.",1.553,7
36489,2020-11-03 15:53:02.894,2020-11-03 15:53:03.658,"T1059.001, T1003.001",Multi-Tactic,100.0,"Chain: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -> C:\Windows\System32\cmd.exe; powershell/encoded cmd; credential dump indicators. Likely T1059.001, T1003.001. Confidence 100%.",0.764,7
36998,2020-11-03 15:53:06.774,2020-11-03 15:53:07.135,"T1059.001, T1003.001",Multi-Tactic,100.0,"Chain: C:\Windows\System32\cmd.exe; powershell/encoded cmd; credential dump indicators. Likely T1059.001, T1003.001. Confidence 100%.",0.361,7
46496,2020-11-27 08:45:27.703,2020-11-27 08:46:15.114,"T1059.001, T1003.001",Multi-Tactic,100.0,"Chain: C:\Windows\sysmon64.exe -> C:\Windows\servicing\TrustedInstaller.exe; powershell/encoded cmd; credential dump indicators. Likely T1059.001, T1003.001. Confidence 100%.",47.411,37
49852,2020-11-27 08:47:42.299,2020-11-27 08:47:42.404,"T1059.001, T1547.001",Multi-Tactic,100.0,"Chain: C:\Windows\System32\cmd.exe -> C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe; powershell/encoded cmd; reg add to Run key. Likely T1059.001, T1547.001 (Execution -> Persistence). Confidence 100%.",0.105,5
38293,2021-02-03 16:49:54.463,2021-02-03 16:50:00.630,"T1059.001, T1003.001",Multi-Tactic,100.0,"Chain: C:\Windows\System32\HOSTNAME.EXE -> C:\Windows\System32\whoami.exe; powershell/encoded cmd; credential dump indicators. Likely T1059.001, T1003.001. Confidence 100%.",6.167,6
38474,2021-02-03 16:51:01.623,2021-02-03 16:51:01.783,"T1059.001, T1003.001",Multi-Tactic,100.0,"Chain: C:\Windows\System32\HOSTNAME.EXE -> C:\AtomicRedTeam\atomics\T1003.001\bin\procdump.exe; powershell/encoded cmd; credential dump indicators. Likely T1059.001, T1003.001. Confidence 100%.",0.16,5
38498,2021-02-03 16:51:08.042,2021-02-03 16:51:14.637,"T1059.001, T1003.001",Multi-Tactic,100.0,"Chain: C:\Windows\System32\HOSTNAME.EXE -> C:\AtomicRedTeam\atomics\T1003.001\bin\notprocdump.exe; powershell/encoded cmd; credential dump indicators. Likely T1059.001, T1003.001. Confidence 100%.",6.595,5
38919,2022-07-27 10:41:34.576,2022-07-27 10:42:20.651,"T1059.001, T1003.001",Multi-Tactic,100.0,"Chain: \Device\HarddiskVolume1\Windows\System32\cmd.exe -> \Device\HarddiskVolume1\AtomicRedTeam\atomics\T1003.001\bin\; powershell/encoded cmd; credential dump indicators. Likely T1059.001, T1003.001. Confidence 100%.",46.075,11
38904,2022-07-27 10:42:38.601,2022-07-27 10:42:41.056,"T1059.001, T1003.001",Multi-Tactic,100.0,"Chain: \Device\HarddiskVolume1\Windows\System32\WindowsPowerShell\v; powershell/encoded cmd; credential dump indicators. Likely T1059.001, T1003.001. Confidence 100%.",2.455,6
40869,2020-10-08 12:53:09.749,2020-10-08 12:54:16.839,T1059.001,TA0002 Execution,90.0,Chain: C:\Program Files\SplunkUniversalForwarder\bin\btool.exe -> C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.; powershell/encoded cmd. Likely T1059.001. Confidence 90%.,67.09,34
41341,2020-10-08 12:53:37.792,2020-10-08 12:54:36.832,T1059.001,TA0002 Execution,90.0,Chain: C:\Windows\System32\svchost.exe -> C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe; powershell/encoded cmd. Likely T1059.001. Confidence 90%.,59.04,51
44490,2020-10-08 12:54:17.622,2020-10-08 12:55:24.496,T1059.001,TA0002 Execution,90.0,Chain: C:\Program Files\SplunkUniversalForwarder\bin\splunk-powersh -> C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe; powershell/encoded cmd. Likely T1059.001. Confidence 90%.,66.874,12
43083,2020-10-08 12:54:28.442,2020-10-08 12:54:29.852,T1059.001,TA0002 Execution,90.0,Chain: C:\Windows\System32\HOSTNAME.EXE -> C:\Windows\System32\ntdsutil.exe; powershell/encoded cmd. Likely T1059.001. Confidence 90%.,1.41,10
43538,2020-10-08 12:54:35.256,2020-10-08 12:54:35.595,T1059.001,TA0002 Execution,90.0,Chain: C:\Windows\System32\cmd.exe -> C:\Windows\System32\vssadmin.exe; powershell/encoded cmd. Likely T1059.001. Confidence 90%.,0.339,6
43799,2020-10-08 12:54:39.057,2020-10-08 12:54:39.301,T1059.001,TA0002 Execution,90.0,Chain: C:\Windows\System32\cmd.exe; powershell/encoded cmd. Likely T1059.001. Confidence 90%.,0.244,7
45017,2020-10-08 12:55:30.944,2020-10-08 12:56:42.594,T1059.001,TA0002 Execution,90.0,Chain: C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe -> C:\Program Files\SplunkUniversalForwarder\bin\splunk-winprin; powershell/encoded cmd. Likely T1059.001. Confidence 90%.,71.65,38
33405,2020-11-03 15:51:18.814,2020-11-03 15:51:23.948,T1059.001,TA0002 Execution,90.0,Chain: C:\Program Files\SplunkUniversalForwarder\bin\btool.exe -> C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.e; powershell/encoded cmd. Likely T1059.001. Confidence 90%.,5.134,24
33588,2020-11-03 15:51:24.806,2020-11-03 15:51:29.774,T1059.001,TA0002 Execution,90.0,Chain: C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon. -> C:\Program Files\SplunkUniversalForwarder\bin\splunk-winprin; powershell/encoded cmd. Likely T1059.001. Confidence 90%.,4.968,9
33813,2020-11-03 15:51:44.297,2020-11-03 15:53:04.498,T1059.001,TA0002 Execution,90.0,Chain: C:\Windows\System32\svchost.exe -> C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe; powershell/encoded cmd. Likely T1059.001. Confidence 90%.,80.201,34
35723,2020-11-03 15:52:23.108,2020-11-03 15:52:55.804,T1059.001,TA0002 Execution,90.0,Chain: C:\Program Files\SplunkUniversalForwarder\bin\splunk-Monitor -> C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe; powershell/encoded cmd. Likely T1059.001. Confidence 90%.,32.696,8
35927,2020-11-03 15:52:55.983,2020-11-03 15:52:56.562,T1059.001,TA0002 Execution,90.0,Chain: C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe -> C:\Program Files\SplunkUniversalForwarder\bin\btool.exe; powershell/encoded cmd. Likely T1059.001. Confidence 90%.,0.579,11
36449,2020-11-03 15:52:57.886,2020-11-03 15:52:59.311,T1003.001,TA0006 Credential Access,90.0,Chain: C:\Windows\System32\cmd.exe -> C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe; credential dump indicators. Likely T1003.001. Confidence 90%.,1.425,20
36914,2020-11-03 15:53:04.539,2020-11-03 15:54:16.426,T1059.001,TA0002 Execution,90.0,Chain: C:\Program Files\SplunkUniversalForwarder\bin\btool.exe -> C:\Program Files\SplunkUniversalForwarder\bin\splunk-winprin; powershell/encoded cmd. Likely T1059.001. Confidence 90%.,71.887,40
47408,2020-11-27 08:46:15.172,2020-11-27 08:46:29.066,T1059.001,TA0002 Execution,90.0,Chain: C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31b -> C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe; powershell/encoded cmd. Likely T1059.001. Confidence 90%.,13.894,23
46635,2020-11-27 08:46:26.532,2020-11-27 08:46:26.995,T1059.001,TA0002 Execution,90.0,Chain: C:\Windows\System32\cmd.exe -> C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe; powershell/encoded cmd. Likely T1059.001. Confidence 90%.,0.463,11
47846,2020-11-27 08:46:28.904,2020-11-27 08:46:40.036,T1059.001,TA0002 Execution,90.0,Chain: C:\Program Files\SplunkUniversalForwarder\bin\btool.exe -> C:\Program Files\SplunkUniversalForwarder\bin\splunk-winprin; powershell/encoded cmd. Likely T1059.001. Confidence 90%.,11.132,31
48132,2020-11-27 08:46:49.438,2020-11-27 08:47:07.284,T1059.001,TA0002 Execution,90.0,Chain: C:\Windows\System32\svchost.exe -> C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe; powershell/encoded cmd. Likely T1059.001. Confidence 90%.,17.846,12
49184,2020-11-27 08:47:10.198,2020-11-27 08:47:27.335,T1059.001,TA0002 Execution,90.0,Chain: C:\Windows\System32\cmd.exe -> C:\Windows\System32\svchost.exe; powershell/encoded cmd. Likely T1059.001. Confidence 90%.,17.137,17
49203,2020-11-27 08:47:30.440,2020-11-27 08:47:44.074,T1059.001,TA0002 Execution,90.0,Chain: C:\Windows\System32\svchost.exe -> C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe; powershell/encoded cmd. Likely T1059.001. Confidence 90%.,13.634,10
50386,2020-11-27 08:47:33.037,2020-11-27 08:48:17.719,T1059.001,TA0002 Execution,90.0,Chain: C:\Program Files\SplunkUniversalForwarder\bin\splunk-Monitor -> C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe; powershell/encoded cmd. Likely T1059.001. Confidence 90%.,44.682,9
50240,2020-11-27 08:47:46.217,2020-11-27 08:47:46.295,T1059.001,TA0002 Execution,90.0,Chain: C:\Windows\System32\cmd.exe -> C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe; powershell/encoded cmd. Likely T1059.001. Confidence 90%.,0.078,6
51046,2020-11-27 08:48:23.388,2020-11-27 08:49:35.163,T1059.001,TA0002 Execution,90.0,Chain: C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe -> C:\Program Files\SplunkUniversalForwarder\bin\splunk-winprin; powershell/encoded cmd. Likely T1059.001. Confidence 90%.,71.775,38
884,2021-03-01 22:53:01.629,2021-03-01 22:53:13.537,T1059.001,TA0002 Execution,90.0,Chain: C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe -> C:\Program Files\SplunkUniversalForwarder\bin\splunk-winprin; powershell/encoded cmd. Likely T1059.001. Confidence 90%.,11.908,8
1555,2021-03-01 22:54:01.667,2021-03-01 22:54:13.537,T1059.001,TA0002 Execution,90.0,Chain: C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe -> C:\Program Files\SplunkUniversalForwarder\bin\splunk-winprin; powershell/encoded cmd. Likely T1059.001. Confidence 90%.,11.87,8
2321,2021-03-01 22:55:01.708,2021-03-01 22:55:13.537,T1059.001,TA0002 Execution,90.0,Chain: C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe -> C:\Program Files\SplunkUniversalForwarder\bin\splunk-winprin; powershell/encoded cmd. Likely T1059.001. Confidence 90%.,11.829,8
21475,2021-03-05 20:02:51.440,2021-03-05 20:03:04.574,T1059.001,TA0002 Execution,90.0,Chain: C:\Program Files\SplunkUniversalForwarder\bin\splunk-powersh -> C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe; powershell/encoded cmd. Likely T1059.001. Confidence 90%.,13.134,8
38910,2022-07-27 10:42:29.331,2022-07-27 10:42:31.342,"T1059.001, T1003.001",Multi-Tactic,90.0,"Chain: \Device\HarddiskVolume1\Windows\System32\WindowsPowerShell\v -> \Device\HarddiskVolume1\Windows\Temp\xordump.exe; powershell/encoded cmd; credential dump indicators. Likely T1059.001, T1003.001. Confidence 90%.",2.011,4
35544,2020-11-03 15:52:53.862,2020-11-03 15:52:53.942,"T1059.001, T1003.001",Multi-Tactic,80.0,"Chain: C:\Windows\System32\cmd.exe -> C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe; powershell/encoded cmd; credential dump indicators. Likely T1059.001, T1003.001. Confidence 80%.",0.08,3
49834,2020-11-27 08:47:42.586,2020-11-27 08:47:42.586,"T1059.001, T1547.001",Multi-Tactic,80.0,"Chain: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe; powershell/encoded cmd; reg add to Run key. Likely T1059.001, T1547.001 (Execution -> Persistence). Confidence 80%.",0.0,1
3278,2021-03-01 22:55:39.073,2021-03-01 22:55:49.974,T1059.001,TA0002 Execution,80.0,Chain: C:\Windows\system32\wbem\wmiprvse.exe -> C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe; powershell/encoded cmd. Likely T1059.001. Confidence 80%.,10.901,5
5359,2021-03-02 16:52:02.982,2021-03-02 16:52:27.494,T1059.001,TA0002 Execution,80.0,Chain: C:\Program Files\SplunkUniversalForwarder\bin\splunk-powersh -> C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe; powershell/encoded cmd. Likely T1059.001. Confidence 80%.,24.512,5
7217,2021-03-02 16:53:02.998,2021-03-02 16:53:27.508,T1059.001,TA0002 Execution,80.0,Chain: C:\Program Files\SplunkUniversalForwarder\bin\splunk-powersh -> C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe; powershell/encoded cmd. Likely T1059.001. Confidence 80%.,24.51,5
10849,2021-03-02 16:54:03.015,2021-03-02 16:54:27.537,T1059.001,TA0002 Execution,80.0,Chain: C:\Program Files\SplunkUniversalForwarder\bin\splunk-winprin -> C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe; powershell/encoded cmd. Likely T1059.001. Confidence 80%.,24.522,5
12721,2021-03-02 16:55:03.015,2021-03-02 16:55:27.567,T1059.001,TA0002 Execution,80.0,Chain: C:\Program Files\SplunkUniversalForwarder\bin\splunk-powersh -> C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe; powershell/encoded cmd. Likely T1059.001. Confidence 80%.,24.552,5
14243,2021-03-02 16:56:02.968,2021-03-02 16:56:27.597,T1059.001,TA0002 Execution,80.0,Chain: C:\Program Files\SplunkUniversalForwarder\bin\splunk-powersh -> C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe; powershell/encoded cmd. Likely T1059.001. Confidence 80%.,24.629,5
14433,2021-03-02 16:57:02.984,2021-03-02 16:57:27.626,T1059.001,TA0002 Execution,80.0,Chain: C:\Program Files\SplunkUniversalForwarder\bin\splunk-winprin -> C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe; powershell/encoded cmd. Likely T1059.001. Confidence 80%.,24.642,5
16144,2021-03-02 16:58:02.985,2021-03-02 16:58:27.656,T1059.001,TA0002 Execution,80.0,Chain: C:\Program Files\SplunkUniversalForwarder\bin\splunk-powersh -> C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe; powershell/encoded cmd. Likely T1059.001. Confidence 80%.,24.671,5
16330,2021-03-02 16:59:02.844,2021-03-02 16:59:27.686,T1059.001,TA0002 Execution,80.0,Chain: C:\Program Files\SplunkUniversalForwarder\bin\splunk-powersh -> C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe; powershell/encoded cmd. Likely T1059.001. Confidence 80%.,24.842,5
16440,2021-03-04 13:50:06.668,2021-03-04 13:50:19.560,T1059.001,TA0002 Execution,80.0,Chain: C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe -> C:\Program Files\SplunkUniversalForwarder\bin\splunk-powersh; powershell/encoded cmd. Likely T1059.001. Confidence 80%.,12.892,5
16631,2021-03-04 13:51:06.673,2021-03-04 13:51:19.643,T1059.001,TA0002 Execution,80.0,Chain: C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe -> C:\Program Files\SplunkUniversalForwarder\bin\splunk-powersh; powershell/encoded cmd. Likely T1059.001. Confidence 80%.,12.97,5
16825,2021-03-04 13:52:06.691,2021-03-04 13:52:19.582,T1059.001,TA0002 Execution,80.0,Chain: C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe -> C:\Program Files\SplunkUniversalForwarder\bin\splunk-powersh; powershell/encoded cmd. Likely T1059.001. Confidence 80%.,12.891,5
16985,2021-03-04 13:53:06.708,2021-03-04 13:53:19.381,T1059.001,TA0002 Execution,80.0,Chain: C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe -> C:\Program Files\SplunkUniversalForwarder\bin\splunk-powersh; powershell/encoded cmd. Likely T1059.001. Confidence 80%.,12.673,5
17280,2021-03-04 13:54:06.725,2021-03-04 13:54:19.570,T1059.001,TA0002 Execution,80.0,Chain: C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe -> C:\Program Files\SplunkUniversalForwarder\bin\splunk-powersh; powershell/encoded cmd. Likely T1059.001. Confidence 80%.,12.845,5
17444,2021-03-04 13:55:06.726,2021-03-04 13:55:19.492,T1059.001,TA0002 Execution,80.0,Chain: C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe -> C:\Program Files\SplunkUniversalForwarder\bin\splunk-powersh; powershell/encoded cmd. Likely T1059.001. Confidence 80%.,12.766,5
17683,2021-03-04 13:56:06.743,2021-03-04 13:56:19.416,T1059.001,TA0002 Execution,80.0,Chain: C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe -> C:\Program Files\SplunkUniversalForwarder\bin\splunk-powersh; powershell/encoded cmd. Likely T1059.001. Confidence 80%.,12.673,5
17845,2021-03-04 13:57:06.772,2021-03-04 13:57:19.448,T1059.001,TA0002 Execution,80.0,Chain: C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe -> C:\Program Files\SplunkUniversalForwarder\bin\splunk-powersh; powershell/encoded cmd. Likely T1059.001. Confidence 80%.,12.676,5
18038,2021-03-04 13:58:06.792,2021-03-04 13:58:19.419,T1059.001,TA0002 Execution,80.0,Chain: C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe -> C:\Program Files\SplunkUniversalForwarder\bin\splunk-powersh; powershell/encoded cmd. Likely T1059.001. Confidence 80%.,12.627,5
18210,2021-03-04 13:59:06.823,2021-03-04 13:59:19.435,T1059.001,TA0002 Execution,80.0,Chain: C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe -> C:\Program Files\SplunkUniversalForwarder\bin\splunk-powersh; powershell/encoded cmd. Likely T1059.001. Confidence 80%.,12.612,5
18398,2021-03-04 14:00:06.840,2021-03-04 14:00:19.576,T1059.001,TA0002 Execution,80.0,Chain: C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe -> C:\Program Files\SplunkUniversalForwarder\bin\splunk-powersh; powershell/encoded cmd. Likely T1059.001. Confidence 80%.,12.736,5
18623,2021-03-04 14:01:06.858,2021-03-04 14:01:19.427,T1059.001,TA0002 Execution,80.0,Chain: C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe -> C:\Program Files\SplunkUniversalForwarder\bin\splunk-powersh; powershell/encoded cmd. Likely T1059.001. Confidence 80%.,12.569,5
18809,2021-03-04 14:02:06.879,2021-03-04 14:02:19.350,T1059.001,TA0002 Execution,80.0,Chain: C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe -> C:\Program Files\SplunkUniversalForwarder\bin\splunk-powersh; powershell/encoded cmd. Likely T1059.001. Confidence 80%.,12.471,5
18975,2021-03-04 14:03:06.896,2021-03-04 14:03:19.362,T1059.001,TA0002 Execution,80.0,Chain: C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe -> C:\Program Files\SplunkUniversalForwarder\bin\splunk-powersh; powershell/encoded cmd. Likely T1059.001. Confidence 80%.,12.466,5
19188,2021-03-04 14:04:06.896,2021-03-04 14:04:19.445,T1059.001,TA0002 Execution,80.0,Chain: C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe -> C:\Program Files\SplunkUniversalForwarder\bin\splunk-powersh; powershell/encoded cmd. Likely T1059.001. Confidence 80%.,12.549,5
19354,2021-03-04 14:05:06.913,2021-03-04 14:05:19.460,T1059.001,TA0002 Execution,80.0,Chain: C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe -> C:\Program Files\SplunkUniversalForwarder\bin\splunk-powersh; powershell/encoded cmd. Likely T1059.001. Confidence 80%.,12.547,5
19521,2021-03-04 14:06:06.923,2021-03-04 14:06:19.487,T1059.001,TA0002 Execution,80.0,Chain: C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe -> C:\Program Files\SplunkUniversalForwarder\bin\splunk-powersh; powershell/encoded cmd. Likely T1059.001. Confidence 80%.,12.564,5
19681,2021-03-04 14:07:06.939,2021-03-04 14:07:19.409,T1059.001,TA0002 Execution,80.0,Chain: C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe -> C:\Program Files\SplunkUniversalForwarder\bin\splunk-powersh; powershell/encoded cmd. Likely T1059.001. Confidence 80%.,12.47,5
19869,2021-03-04 14:07:47.229,2021-03-04 14:07:47.404,T1059.001,TA0002 Execution,80.0,Chain: C:\Windows\System32\HOSTNAME.EXE -> C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe; powershell/encoded cmd. Likely T1059.001. Confidence 80%.,0.175,5
20290,2021-03-04 14:08:06.955,2021-03-04 14:08:19.862,T1059.001,TA0002 Execution,80.0,Chain: C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe -> C:\Program Files\SplunkUniversalForwarder\bin\splunk-powersh; powershell/encoded cmd. Likely T1059.001. Confidence 80%.,12.907,5
20472,2021-03-04 14:09:06.977,2021-03-04 14:09:19.494,T1059.001,TA0002 Execution,80.0,Chain: C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe -> C:\Program Files\SplunkUniversalForwarder\bin\splunk-powersh; powershell/encoded cmd. Likely T1059.001. Confidence 80%.,12.517,5
21072,2021-03-04 14:10:06.993,2021-03-04 14:10:19.494,T1059.001,TA0002 Execution,80.0,Chain: C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe -> C:\Program Files\SplunkUniversalForwarder\bin\splunk-powersh; powershell/encoded cmd. Likely T1059.001. Confidence 80%.,12.501,5
21253,2021-03-04 14:11:07.011,2021-03-04 14:11:19.371,T1059.001,TA0002 Execution,80.0,Chain: C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe -> C:\Program Files\SplunkUniversalForwarder\bin\splunk-powersh; powershell/encoded cmd. Likely T1059.001. Confidence 80%.,12.36,5
42654,2020-10-08 12:54:25.781,2020-10-08 12:54:25.969,T1059.001,TA0002 Execution,70.0,Chain: C:\Windows\System32\HOSTNAME.EXE -> C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe; powershell/encoded cmd. Likely T1059.001. Confidence 70%.,0.188,4
43752,2020-10-08 12:54:38.311,2020-10-08 12:54:38.505,T1059.001,TA0002 Execution,70.0,Chain: C:\Windows\System32\HOSTNAME.EXE -> C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe; powershell/encoded cmd. Likely T1059.001. Confidence 70%.,0.194,4
35255,2020-11-03 15:52:45.781,2020-11-03 15:52:45.982,T1059.001,TA0002 Execution,70.0,Chain: C:\Windows\System32\HOSTNAME.EXE -> C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe; powershell/encoded cmd. Likely T1059.001. Confidence 70%.,0.201,4
35397,2020-11-03 15:52:48.217,2020-11-03 15:52:48.246,"T1059.001, T1003.003",Multi-Tactic,70.0,"Chain: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe; powershell/encoded cmd; credential dump indicators. Likely T1059.001, T1003.003. Confidence 70%.",0.029,2
35472,2020-11-03 15:52:50.030,2020-11-03 15:52:50.061,"T1059.001, T1003.003",Multi-Tactic,70.0,"Chain: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe; powershell/encoded cmd; credential dump indicators. Likely T1059.001, T1003.003. Confidence 70%.",0.031,2
35574,2020-11-03 15:52:53.731,2020-11-03 15:52:53.770,"T1059.001, T1003.001",Multi-Tactic,70.0,"Chain: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe; powershell/encoded cmd; credential dump indicators. Likely T1059.001, T1003.001. Confidence 70%.",0.039,2
37137,2020-11-03 15:53:05.969,2020-11-03 15:53:06.160,T1059.001,TA0002 Execution,70.0,Chain: C:\Windows\System32\HOSTNAME.EXE -> C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe; powershell/encoded cmd. Likely T1059.001. Confidence 70%.,0.191,4
49559,2020-11-27 08:47:39.078,2020-11-27 08:47:39.268,T1059.001,TA0002 Execution,70.0,Chain: C:\Windows\System32\HOSTNAME.EXE -> C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe; powershell/encoded cmd. Likely T1059.001. Confidence 70%.,0.19,4
49746,2020-11-27 08:47:41.568,2020-11-27 08:47:41.743,T1059.001,TA0002 Execution,70.0,Chain: C:\Windows\System32\HOSTNAME.EXE -> C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe; powershell/encoded cmd. Likely T1059.001. Confidence 70%.,0.175,4
50142,2020-11-27 08:47:45.501,2020-11-27 08:47:45.675,T1059.001,TA0002 Execution,70.0,Chain: C:\Windows\System32\HOSTNAME.EXE -> C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe; powershell/encoded cmd. Likely T1059.001. Confidence 70%.,0.174,4
1071,2021-03-01 22:53:20.380,2021-03-01 22:53:20.631,T1059.001,TA0002 Execution,70.0,Chain: C:\Windows\System32\HOSTNAME.EXE -> C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe; powershell/encoded cmd. Likely T1059.001. Confidence 70%.,0.251,4
1487,2021-03-01 22:53:39.442,2021-03-01 22:53:39.462,T1059.001,TA0002 Execution,70.0,Chain: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -> C:\Windows\System32\mshta.exe; powershell/encoded cmd. Likely T1059.001. Confidence 70%.,0.02,4
12854,2021-03-02 16:56:10.744,2021-03-02 16:56:10.957,T1059.001,TA0002 Execution,70.0,Chain: C:\Windows\System32\HOSTNAME.EXE -> C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe; powershell/encoded cmd. Likely T1059.001. Confidence 70%.,0.213,4
13339,2021-03-02 16:56:29.983,2021-03-02 16:56:30.005,T1059.001,TA0002 Execution,70.0,Chain: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -> C:\Windows\System32\mshta.exe; powershell/encoded cmd. Likely T1059.001. Confidence 70%.,0.022,4
17124,2021-03-04 13:53:24.202,2021-03-04 13:53:24.365,T1059.001,TA0002 Execution,70.0,Chain: C:\Windows\System32\HOSTNAME.EXE -> C:\Windows\Microsoft.NET\Framework64\v4.0.30319\csc.exe; powershell/encoded cmd. Likely T1059.001. Confidence 70%.,0.163,4
20215,2021-03-04 14:08:03.659,2021-03-04 14:08:03.686,T1059.001,TA0002 Execution,70.0,Chain: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -> C:\Windows\System32\mshta.exe; powershell/encoded cmd. Likely T1059.001. Confidence 70%.,0.027,4
38974,2020-10-08 12:52:11.591,2020-10-08 12:52:11.719,T1059.001,TA0002 Execution,60.0,Chain: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -> C:\Windows\System32\chcp.com; powershell/encoded cmd. Likely T1059.001. Confidence 60%.,0.128,3
