Chain ID,Start Time,End Time,Techniques,Tactic,Confidence Score,Explanation,Duration,Num Events
21976,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
21977,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
21978,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
21979,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
21980,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
21981,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
21982,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
21983,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
21984,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
21985,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
21986,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
21987,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
21988,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
21989,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
21990,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
21991,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
21992,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
21993,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
21994,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
21995,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
21996,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
21997,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
21998,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
21999,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22000,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22001,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22002,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22003,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22004,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22005,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22006,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22007,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22008,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22009,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22010,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22011,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22012,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22013,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22014,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22015,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22016,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22017,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22018,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22019,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22020,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22021,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22022,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22023,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22024,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22025,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22026,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22027,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22028,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22029,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22030,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22031,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22032,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22033,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22034,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22035,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22036,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22037,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22038,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22039,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22040,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22041,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22042,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22043,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22044,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22045,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22046,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22047,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22048,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22049,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22050,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22051,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22052,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22053,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22054,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22055,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22056,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22057,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22058,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22059,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22060,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22061,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22062,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22063,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22064,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22065,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22066,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22067,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22068,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22069,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22070,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22071,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22072,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22073,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22074,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22075,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22076,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22077,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22078,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22079,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22080,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22081,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22082,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22083,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22084,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22085,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22086,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22087,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22088,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22089,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22090,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22091,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22092,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22093,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22094,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22095,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22096,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22097,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22098,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22099,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22100,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22101,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22102,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22103,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22104,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22105,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22106,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22107,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22108,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22109,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22110,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22111,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22112,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22113,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22114,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22115,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22116,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22117,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22118,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22119,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22120,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22121,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22122,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22123,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22124,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22125,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22126,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22127,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22128,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22129,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22130,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22131,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22132,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22133,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22134,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22135,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22136,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22137,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22138,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22139,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22140,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22141,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22142,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22143,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22144,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22145,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22146,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22147,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22148,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22149,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22150,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22151,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22152,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22153,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22154,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22155,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22156,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22157,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22158,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22159,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22160,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22161,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22162,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22163,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22164,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22165,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22166,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22167,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22168,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22169,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22170,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22171,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22172,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22173,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22174,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22175,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22176,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22177,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22178,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22179,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22180,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22181,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22182,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22183,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22184,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22185,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22186,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22187,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22188,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22189,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22190,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22191,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22192,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
22193,,,T1059.001,TA0002 Execution,40.0,Chain: powershell; powershell/encoded cmd. Likely T1059.001. Confidence 40%.,,1
